X,Buy/Neutral/Sell,tweets,replies,retweets,favs,user,timeStamp,new_tweets,new_dts,assigned_member,coinMentioned,termsMentioned
1447,1,"all EMAs bundled below, 2nd Higher Low, trendline broken, triggered reversal bar on volume. this one is just bound to pop soon <a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a><a href=""https://t.co/fVOu2lG39g"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fVOu2lG39g</a>",8,22,72,CryptoYoda1338,2017-07-02 11:31:00,all emas bundled below nd higher low trendline broken triggered reversal bar on volume this one is just bound to pop soon,1498966260,claire,FALSE,TRUE
1448,1,"and for the head dumpers, please do. you will be buying way higher, bar is triggered",NA,10,25,CryptoYoda1338,2017-07-02 11:25:00,and for the head dumpers please do you will be buying way higher bar is triggered,1498965900,claire,FALSE,TRUE
1450,0,"Bottom <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> here?",16,13,28,CryptoYoda1338,2017-07-02 10:55:00,bottom here,1498964100,claire,FALSE,TRUE
1451,0,"something for the future as i plan to be staying longer around here: I tend to be a little too early, but mostly right about the direction",13,16,103,CryptoYoda1338,2017-07-02 10:45:00,something for the future as i plan to be staying longer around here i tend to be a little too early but mostly right about the direction,1498963500,claire,TRUE,TRUE
1452,0,"three touches to the trendline, then collapse and retest of lower channel. Anyways, traditional markets <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f4c9.png"" draggable=""false"" alt=""📉"" title=""Chart with downwards trend"" aria-label=""Emoji: Chart with downwards trend""> soon, then crypto, silver, gold <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" draggable=""false"" alt=""🚀"" title=""Rocket"" aria-label=""Emoji: Rocket""><a href=""https://t.co/Jjwfaslv77"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/PipCzar/status/880914843435278337"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/PipCzar/status/880914843435278337""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/PipCzar/status</span><span class=""invisible"">/880914843435278337</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",2,16,47,CryptoYoda1338,2017-07-02 10:33:00,three touches to the trendline then collapse and retest of lower channel anyways traditional markets soon then crypto silver gold,1498962780,claire,TRUE,TRUE
1453,1,to those being reluctant to buy in again in the next days as prices move higher; july will be a tough month for ya,9,24,90,CryptoYoda1338,2017-07-02 10:19:00,to those being reluctant to buy in again in the next days as prices move higher july will be a tough month for ya,1498961940,claire,FALSE,TRUE
1454,1,"<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> attempting the reversal here in buy zone after break of trendline <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f680.png"" draggable=""false"" alt=""🚀"" title=""Rocket"" aria-label=""Emoji: Rocket"">bull market not over, just starting still. hodl like a baus<a href=""https://t.co/KXgKvsFBUx"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KXgKvsFBUx</a>",10,58,157,CryptoYoda1338,2017-07-02 09:03:00,attempting the reversal here in buy zone after break of trendline bull market not over just starting still hodl like a baus,1498957380,claire,FALSE,TRUE
1455,0,"giving it back to the actual source, thanks for making this chart <a href=""/2xtops"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2541821190""><s>@</s><b>2xtops</b></a> . 19 April, but the point is valid<a href=""https://t.co/wmYxzyQjRT"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/2xtops/status/854710512638205954"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/2xtops/status/854710512638205954""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/2xtops/status/</span><span class=""invisible"">854710512638205954</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",3,6,41,CryptoYoda1338,2017-07-02 03:02:00,giving it back to the actual source thanks for making this chart april but the point is valid,1498935720,claire,FALSE,TRUE
1457,0,"if you got a fucken whole BTC, you are the king in ur country soon. dont get trapped out when <a href=""/hashtag/confusion?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>confusion</b></a> dominates the market. <a href=""/hashtag/HODL?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>HODL</b></a>",17,89,215,CryptoYoda1338,2017-07-02 02:11:00,if you got a fucken whole btc you are the king in ur country soon dont get trapped out when dominates the market,1498932660,claire,TRUE,TRUE
1460,1,"<a href=""/search?q=%24PIVX&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>PIVX</b></a> could double from these levels. LET'S GO!!!

<a href=""/search?q=%24gno&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>gno</b></a> <a href=""/search?q=%24eth&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>eth</b></a> <a href=""/search?q=%24btc&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>btc</b></a> <a href=""/search?q=%24etc&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>etc</b></a> <a href=""/search?q=%24ltc&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ltc</b></a> <a href=""/search?q=%24snt&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>snt</b></a> <a href=""/search?q=%24nmr&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>nmr</b></a> <a href=""/search?q=%24ans&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ans</b></a> <a href=""/search?q=%24agrs&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>agrs</b></a> <a href=""/search?q=%24xrp&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>xrp</b></a> <a href=""/CryptoYoda1338"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""852256178021294080""><s>@</s><b>CryptoYoda1338</b></a> <a href=""/Fatih87SK"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""838037804013748224""><s>@</s><b>Fatih87SK</b></a><a href=""https://t.co/7t6F86auDG"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/7t6F86auDG</a>",7,33,51,CryptoYoda1338,2017-06-30 11:59:00,could double from these levels let's go,1498795140,claire,FALSE,TRUE
1461,1,"<a href=""/search?q=%24GRC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>GRC</b></a> failed breakout below projected channel line, likely strong reversal from here<a href=""https://t.co/FieCjZHded"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/FieCjZHded</a>",6,9,24,CryptoYoda1338,2017-06-30 11:15:00,failed breakout below projected channel line likely strong reversal from here,1498792500,claire,TRUE,TRUE
1463,1,"<a href=""/search?q=%24PIVX&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>PIVX</b></a> safe thing &amp; last chance for very safe longterm positions. masternode fomo will be real. already triggered<a href=""https://t.co/qn61sF6SNd"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qn61sF6SNd</a>",17,32,83,CryptoYoda1338,2017-06-30 10:36:00,safe thing amp last chance for very safe longterm positions masternode fomo will be real already triggered,1498790160,claire,TRUE,FALSE
1464,1,"<a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a>/BTC triggered in 2h. let see what you got, chicken",11,17,74,CryptoYoda1338,2017-06-30 08:47:00,btc triggered in h let see what you got chicken,1498783620,claire,TRUE,FALSE
1465,1,"obviously <a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a>/BTC will likely be positively affected by this trigger",4,12,26,CryptoYoda1338,2017-06-30 08:38:00,obviously btc will likely be positively affected by this trigger,1498783080,jason,TRUE,FALSE
1466,1,"<a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a>/CNY looking for new highs after higher low and trendline break, support below<a href=""https://t.co/bdYsY69v9J"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/bdYsY69v9J</a>",7,14,37,CryptoYoda1338,2017-06-30 08:31:00,cny looking for new highs after higher low and trendline break support below,1498782660,jason,FALSE,TRUE
1467,1,"Looks like anonymous transactions may be coming to Ethereum Classic...<a href=""https://t.co/gIRbWIUtLg"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/eth_classic/status/880405747229745152"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/eth_classic/status/880405747229745152""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/eth_classic/st</span><span class=""invisible"">atus/880405747229745152</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",24,178,316,CryptoYoda1338,2017-06-29 05:41:00,looks like anonymous transactions may be coming to ethereum classic,1498686060,jason,TRUE,TRUE
1469,1,"<a href=""/search?q=%24BTCUSD&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTCUSD</b></a> Technically case can be made that continuation symmetrical triangle is forming<a href=""https://t.co/815iaARbqK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/815iaARbqK</a>",18,65,159,CryptoYoda1338,2017-06-28 13:51:00,technically case can be made that continuation symmetrical triangle is forming,1498629060,jason,FALSE,TRUE
1471,0,"MKTCAPS turned around, V-Reversal, injecting 15B into the markets within 24hrs<a href=""https://t.co/nTeONhv0bx"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/nTeONhv0bx</a>",7,26,65,CryptoYoda1338,2017-06-28 08:09:00,mktcaps turned around vreversal injecting b into the markets within hrs,1498608540,jason,FALSE,TRUE
1472,1,"<a href=""/search?q=%24BNT&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BNT</b></a> <a href=""/hashtag/Bancor?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Bancor</b></a> buy levels<a href=""https://t.co/6KNzptV0wq"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/6KNzptV0wq</a>",10,9,46,CryptoYoda1338,2017-06-28 07:08:00,buy levels,1498604880,jason,FALSE,TRUE
1473,1,"Race <a href=""/search?q=%24ETH&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETH</b></a> vs <a href=""/search?q=%24ETC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETC</b></a> officially started",24,72,189,CryptoYoda1338,2017-06-28 06:42:00,race vs officially started,1498603320,jason,FALSE,TRUE
1474,0,"bought Bancor 33% below ICO price, thanks<a href=""https://t.co/9q3Lvx9wPM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/9q3Lvx9wPM</a>",8,13,81,CryptoYoda1338,2017-06-28 06:29:00,bought bancor below ico price thanks,1498602540,jason,FALSE,TRUE
1476,0,"markets looking up again after bottom has been found. bears, shorters, feel free to add positions, we need you as fuel for next leg up",14,49,187,CryptoYoda1338,2017-06-28 00:54:00,markets looking up again after bottom has been found bears shorters feel free to add positions we need you as fuel for next leg up,1498582440,jason,FALSE,TRUE
1477,0,"soon bear exit dance<a href=""https://t.co/xCiqbr1wTy"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/xCiqbr1wTy</a>",7,30,126,CryptoYoda1338,2017-06-28 00:16:00,soon bear exit dance,1498580160,jason,FALSE,TRUE
1478,0,"<a href=""/hashtag/Petya?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>Petya</b></a> encrypts ON BOOT. If you see CHKDSK message your files not yet encrypted, power off immediately. You can recover with with LiveCD.<a href=""https://t.co/nKL4Xixjn9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/nKL4Xixjn9</a>",41,4100,2400,CryptoYoda1338,2017-06-27 13:09:00,encrypts on boot if you see chkdsk message your files not yet encrypted power off immediately you can recover with with livecd,1498540140,jason,FALSE,TRUE
1482,1,"<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> in reversal, alts fancy to go up, showing early signs of bottom",9,33,107,CryptoYoda1338,2017-06-27 13:10:00,in reversal alts fancy to go up showing early signs of bottom,1498540200,jason,FALSE,TRUE
1485,0,mhhh... global ransomware attack... spreading globally... demanding ransom in BTC... turn around point in chart.. mhhhhhhh,14,29,68,CryptoYoda1338,2017-06-27 11:19:00,mhhh global ransomware attack spreading globally demanding ransom in btc turn around point in chart mhhhhhhh,1498533540,jason,TRUE,TRUE
1493,0,"VISA Looking for an Ethereum Engineer, Wants Eight Years’ Experience <a href=""https://t.co/vQaLMKyLNh"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://bitsonline.com/visa-ethereum-engineer-experience"" class=""twitter-timeline-link"" target=""_blank"" title=""http://bitsonline.com/visa-ethereum-engineer-experience""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bitsonline.com/visa-ethereum-</span><span class=""invisible"">engineer-experience</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a>",7,48,77,CryptoYoda1338,2017-06-25 06:38:00,visa looking for an ethereum engineer wants eight years’ experience,1498343880,jason,TRUE,FALSE
1494,1,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> &amp; <a href=""/search?q=%24ETH&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETH</b></a> triggered, lets see if this reversal breakout is true",18,41,98,CryptoYoda1338,2017-06-26 04:46:00,amp triggered lets see if this reversal breakout is true,1498423560,jason,TRUE,TRUE
1495,1,"<a href=""/search?q=%24ETH&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETH</b></a> potential reversal pattern after selloff, early entry<a href=""https://t.co/8giN7hdJTY"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/8giN7hdJTY</a>",19,35,72,CryptoYoda1338,2017-06-26 03:49:00,potential reversal pattern after selloff early entry,1498420140,jason,TRUE,TRUE
1496,1,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> potential reversal pattern, three touches to the trendline with the last one being a failed breakout under the line, then reversal up<a href=""https://t.co/fAZzCfBuwJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fAZzCfBuwJ</a>",11,39,88,CryptoYoda1338,2017-06-26 03:46:00,potential reversal pattern three touches to the trendline with the last one being a failed breakout under the line then reversal up,1498419960,jason,TRUE,TRUE
1497,1,"calling the bottom on <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> &amp; <a href=""/search?q=%24ALTS&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ALTS</b></a> <a href=""/hashtag/bold?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bold</b></a>",31,67,219,CryptoYoda1338,2017-06-26 03:13:00,calling the bottom on amp,1498417980,jason,TRUE,TRUE
1499,0,"daily chart also prepares for upside in <a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a>/USDT<a href=""https://t.co/8adQbU1TSX"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/8adQbU1TSX</a>",18,35,101,CryptoYoda1338,2017-06-20 01:33:00,daily chart also prepares for upside in usdt,1497893580,jason,TRUE,TRUE
1500,0,"confirmed. if you are late, place orders at 0.000115 in case we get a retest",7,13,54,CryptoYoda1338,2017-06-20 00:53:00,confirmed if you are late place orders at in case we get a retest,1497891180,jason,FALSE,TRUE
1502,1,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> ready to trigger longterm entry, trend reversal in progress, soon spike imho<a href=""https://t.co/OnjocHwkPv"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/OnjocHwkPv</a>",13,78,193,CryptoYoda1338,2017-06-20 00:12:00,ready to trigger longterm entry trend reversal in progress soon spike imho,1497888720,jason,FALSE,TRUE
1503,0,"LTC/BTC 1 Month High - Litecoin (LTC) price reaches 1 Month High on Poloniex - <a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> <a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> <a href=""/hashtag/litecoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>litecoin</b></a> <a href=""/hashtag/bitcoin?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>bitcoin</b></a> <a href=""/hashtag/fintech?src=hash"" data-query-source=""hashtag_click"" class=""twitter-hashtag pretty-link js-nav"" dir=""ltr""><s>#</s><b>fintech</b></a>",NA,15,24,CryptoYoda1338,2017-06-19 07:02:00,ltcbtc month high litecoin ltc price reaches month high on poloniex,1497826920,jason,TRUE,TRUE
1504,1,"<a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> going again too. prime, just prime",10,21,85,CryptoYoda1338,2017-06-19 07:03:00,going again too prime just prime,1497826980,jason,FALSE,TRUE
1506,1,">LTC <img class=""Emoji Emoji--forText"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" draggable=""false"" alt=""😍"" title=""Smiling face with heart-shaped eyes"" aria-label=""Emoji: Smiling face with heart-shaped eyes""><a href=""https://t.co/Ec5sJMyKDr"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/gabrieldov/status/876790946402357248"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/gabrieldov/status/876790946402357248""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/gabrieldov/sta</span><span class=""invisible"">tus/876790946402357248</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",3,8,50,CryptoYoda1338,2017-06-19 06:55:00,ltc,1497826500,jason,TRUE,FALSE
1507,1,"<a href=""/search?q=%24ETC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETC</b></a>/$ETH about to trigger. ETC time to shine<a href=""https://t.co/ptnPzD8TKV"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ptnPzD8TKV</a>",10,60,134,CryptoYoda1338,2017-06-19 06:53:00,eth about to trigger etc time to shine,1497826380,jason,TRUE,FALSE
1510,1,"<a href=""/search?q=%24ZEC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZEC</b></a> simple, break of trendline = buy<a href=""https://t.co/KhqaovnWen"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KhqaovnWen</a>",4,14,45,CryptoYoda1338,2017-06-19 04:10:00,simple break of trendline buy,1497816600,jason,FALSE,TRUE
1512,1,"<a href=""/search?q=%24ETC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ETC</b></a> attempting the breakout after weak retest of support, thats bullish to me. EMA 20 supporting the price move, so more upisde to come<a href=""https://t.co/wjbhyQep8f"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/wjbhyQep8f</a>",3,39,96,CryptoYoda1338,2017-06-19 03:35:00,attempting the breakout after weak retest of support thats bullish to me ema supporting the price move so more upisde to come,1497814500,jason,FALSE,TRUE
1513,1,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> on the way to confirm the breakout of longterm trendline<a href=""https://t.co/ZKjzLiFcbZ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ZKjzLiFcbZ</a>",9,86,127,CryptoYoda1338,2017-06-19 03:34:00,on the way to confirm the breakout of longterm trendline,1497814440,jason,FALSE,TRUE
1515,1,"<a href=""/search?q=%24LTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>LTC</b></a> soon. such volume, such fundamentals. pockets full, ready to go<a href=""https://t.co/q8UFS1mQCK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/q8UFS1mQCK</a>",18,78,192,CryptoYoda1338,2017-06-18 01:49:00,soon such volume such fundamentals pockets full ready to go,1497721740,jason,FALSE,TRUE
1517,0,"dont listen to news, charts is where the action is happening - always<a href=""https://t.co/66FK5IJ6th"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://twitter.com/cryptodemedici/status/875475116267896833"" class=""twitter-timeline-link u-hidden"" target=""_blank"" title=""https://twitter.com/cryptodemedici/status/875475116267896833""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/cryptodemedici</span><span class=""invisible"">/status/875475116267896833</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>",7,23,81,CryptoYoda1338,2017-06-15 16:24:00,dont listen to news charts is where the action is happening always,1497515040,jason,FALSE,TRUE
1520,1,"<a href=""/search?q=%24ZEC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>ZEC</b></a> about to confirm the breakout. dont wait too long, this one will go places very soon<a href=""https://t.co/rERTDGoW1z"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/rERTDGoW1z</a>",12,32,80,CryptoYoda1338,2017-06-15 15:58:00,about to confirm the breakout dont wait too long this one will go places very soon,1497513480,jason,FALSE,TRUE
1521,1,"<a href=""/search?q=%24FLDC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>FLDC</b></a> on the way up on rising volume<a href=""https://t.co/wPXPtkE9HM"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/wPXPtkE9HM</a>",9,12,42,CryptoYoda1338,2017-06-15 02:11:00,on the way up on rising volume,1497463860,jason,FALSE,TRUE
1522,-1,"<a href=""/search?q=%24XRP&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>XRP</b></a> update after failed breakout. unsatisfying as i like to be on spot. outcome will be the same eventually so, on we go<a href=""https://t.co/4V6aAArVsO"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/4V6aAArVsO</a>",10,24,72,CryptoYoda1338,2017-06-15 02:04:00,update after failed breakout unsatisfying as i like to be on spot outcome will be the same eventually so on we go,1497463440,jason,TRUE,TRUE
1523,-1,"<a href=""/search?q=%24BTC&amp;src=ctag"" data-query-source=""cashtag_click"" class=""twitter-cashtag pretty-link js-nav"" dir=""ltr""><s>$</s><b>BTC</b></a> at lower channel line &amp; three touches of the trendline. potentially failed breakout, which would make this a potential reversal<a href=""https://t.co/du5fuTJtWk"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/du5fuTJtWk</a>",4,34,75,CryptoYoda1338,2017-06-15 01:33:00,at lower channel line amp three touches of the trendline potentially failed breakout which would make this a potential reversal,1497461580,jason,TRUE,TRUE
